Feature,Subject,Correlation,P_Value,Abs_Correlation,N_Samples,P_Corrected,Significant
Question_Subordinate_Clauses,Phi3_Mini,-0.13705479715975527,1.8239391471160548e-13,0.13705479715975527,2860,,True
Question_Coordinate_Clauses,Phi3_Mini,0.05312356825585851,0.004486549026944703,0.05312356825585851,2860,,True
Question_Yngve_Depth,Phi3_Mini,-0.06440494983575416,0.0005681447499573637,0.06440494983575416,2860,,True
Question_Avg_Arc_Length,Phi3_Mini,-0.07503251750573095,5.905129717951051e-05,0.07503251750573095,2860,,True
Question_Max_Arc_Length,Phi3_Mini,-0.08189962958798197,1.1579337571859533e-05,0.08189962958798197,2860,,True
Question_Verb_Argument_Complexity,Phi3_Mini,0.007536661674078574,0.68703472939515,0.007536661674078574,2860,,False
Question_Predicate_Count,Phi3_Mini,-0.23700890903322364,8.273323548736519e-38,0.23700890903322364,2860,,True
Question_Entity_Relation_Depth,Phi3_Mini,0.06823247345293784,0.00026054740873508996,0.06823247345293784,2860,,True
Question_Semantic_Mental_State_Depth,Phi3_Mini,0.1055485151831634,1.5317550705312375e-08,0.1055485151831634,2860,,True
Question_Temporal_Semantic_Complexity,Phi3_Mini,-0.29439691881458874,2.758524553624484e-58,0.29439691881458874,2860,,True
Question_Embedding_Variance,Phi3_Mini,0.024115173667186286,0.1973013513199318,0.024115173667186286,2860,,False
Question_Embedding_Std,Phi3_Mini,0.024048685347684246,0.19853989670083008,0.024048685347684246,2860,,False
Question_Semantic_Coherence_Avg,Phi3_Mini,0.01951638215071401,0.2967820193868618,0.01951638215071401,2860,,False
Question_Semantic_Coherence_Min,Phi3_Mini,0.01948048591320932,0.2976715370187457,0.01948048591320932,2860,,False
Question_Embedding_Trajectory_Length,Phi3_Mini,0.02381075014267992,0.20301869781780604,0.02381075014267992,2860,,False
Question_Avg_Distance_To_Centroid,Phi3_Mini,0.024160115879088312,0.19646737479440105,0.024160115879088312,2860,,False
Question_Max_Distance_To_Centroid,Phi3_Mini,0.02418543876295524,0.19599860536042982,0.02418543876295524,2860,,False
Question_Flesch_Reading_Ease.1,Phi3_Mini,0.08096929150029744,1.4550803047214807e-05,0.08096929150029744,2860,,True
Question_Flesch_Kincaid_Grade.1,Phi3_Mini,-0.11336582710722437,1.204488994991437e-09,0.11336582710722437,2860,,True
Question_Gunning_Fog,Phi3_Mini,-0.09555792366330543,3.058202122081812e-07,0.09555792366330543,2860,,True
Question_SMOG_Index,Phi3_Mini,0.010386914337186207,0.5787212074832596,0.010386914337186207,2860,,False
Question_Automated_Readability,Phi3_Mini,-0.13313174861950047,8.774571959012041e-13,0.13313174861950047,2860,,True
Question_Coleman_Liau,Phi3_Mini,-0.12272968971115904,4.5336592450578404e-11,0.12272968971115904,2860,,True
Question_Difficult_Words,Phi3_Mini,-0.1660035944763515,4.039281658094849e-19,0.1660035944763515,2860,,True
Question_Dale_Chall,Phi3_Mini,-0.13595388639342207,2.847491119569688e-13,0.13595388639342207,2860,,True
Question_Linsear_Write,Phi3_Mini,-0.10724824835331677,8.945065557145696e-09,0.10724824835331677,2860,,True
Story_Dep_Max_Depth,Phi3_Mini,0.09349402905897633,5.478401564037762e-07,0.09349402905897633,2860,,True
Story_Dep_Avg_Depth,Phi3_Mini,0.0766163377412536,4.1030103280397416e-05,0.0766163377412536,2860,,True
Story_Dep_Depth_Variance,Phi3_Mini,0.07643456805432004,4.2796082960918024e-05,0.07643456805432004,2860,,True
Story_Dep_Total_Depth,Phi3_Mini,0.22132466434187464,4.5284045900908134e-33,0.22132466434187464,2860,,True
Story_Arc_Max_Length,Phi3_Mini,0.0057775446339975445,0.7574397166957049,0.0057775446339975445,2860,,False
Story_Arc_Avg_Length,Phi3_Mini,0.09281895639814527,6.611912425670541e-07,0.09281895639814527,2860,,True
Story_Arc_Length_Variance,Phi3_Mini,0.010112695778110817,0.5887874986431864,0.010112695778110817,2860,,False
Story_Dep_Label_Diversity,Phi3_Mini,-0.17865057257114883,6.124869751999296e-22,0.17865057257114883,2860,,True
Story_Complex_Dependencies,Phi3_Mini,0.25333797326080626,3.996939506914027e-43,0.25333797326080626,2860,,True
Story_Total_Clauses,Phi3_Mini,0.25333797326080626,3.996939506914027e-43,0.25333797326080626,2860,,True
Story_Subordinate_Clauses.1,Phi3_Mini,0.273619315681916,2.7559733233835804e-50,0.273619315681916,2860,,True
Story_Coordinate_Clauses.1,Phi3_Mini,0.07724329698282312,3.5454493662737624e-05,0.07724329698282312,2860,,True
Story_Clause_Ratio,Phi3_Mini,0.12824391747335606,5.827848025635069e-12,0.12824391747335606,2860,,True
Story_Yngve_Depth.1,Phi3_Mini,0.1270404623327319,9.188954381335358e-12,0.1270404623327319,2860,,True
Story_POS_Diversity.1,Phi3_Mini,-0.19059497180562934,8.427674251460236e-25,0.19059497180562934,2860,,True
Story_Entity_Count.1,Phi3_Mini,0.14381169934142574,1.0947267698448635e-14,0.14381169934142574,2860,,True
Story_Entity_Type_Diversity.1,Phi3_Mini,0.05992753261018968,0.0013443344125287004,0.05992753261018968,2860,,True
Story_Embedding_Error,Phi3_Mini,,,,2133,,False
Story_Attention_Entropy,Phi3_Mini,0.1646736998637066,7.767933749933393e-19,0.1646736998637066,2860,,True
Story_Attention_Variance,Phi3_Mini,-0.10900940577585083,5.0782966259758215e-09,0.10900940577585083,2860,,True
Story_Attention_Max,Phi3_Mini,0.0019595012013510216,0.9165770486808855,0.0019595012013510216,2860,,False
Story_Cross_Sentence_Attention,Phi3_Mini,-0.15343851844132605,1.6084920259494097e-16,0.15343851844132605,2858,,True
Story_Entity_Network_Nodes,Phi3_Mini,0.10245760020581404,3.650493318298767e-07,0.10245760020581404,2454,,True
Story_Entity_Network_Edges,Phi3_Mini,0.12282930374852424,1.0297474670624912e-09,0.12282930374852424,2454,,True
Story_Entity_Network_Density,Phi3_Mini,-0.06736811577087796,0.000839697550463052,0.06736811577087796,2454,,True
Story_Entity_Network_Clustering,Phi3_Mini,0.1658005994554274,1.3795092305080148e-16,0.1658005994554274,2454,,True
Story_Discourse_Network_Nodes,Phi3_Mini,0.34130812354323586,2.4580671960550005e-59,0.34130812354323586,2133,,True
Story_Discourse_Network_Edges,Phi3_Mini,0.23591986618467808,2.2994800012024025e-28,0.23591986618467808,2133,,True
Story_Discourse_Network_Density,Phi3_Mini,-0.15909002115279744,1.4651400651937817e-13,0.15909002115279744,2133,,True
Story_Discourse_Network_Clustering,Phi3_Mini,0.06866017358561588,0.0015091631142385986,0.06866017358561588,2133,,True
Story_Discourse_Avg_Path_Length,Phi3_Mini,0.3106105189910968,1.532175924790518e-16,0.3106105189910968,674,,True
Story_Flesch_Reading_Ease.2,Phi3_Mini,-0.1077752968863899,7.558104942675946e-09,0.1077752968863899,2860,,True
Story_Flesch_Kincaid_Grade.2,Phi3_Mini,0.1153063722080972,6.233624197926032e-10,0.1153063722080972,2860,,True
Story_Gunning_Fog.1,Phi3_Mini,0.11681020542759438,3.7135039354076553e-10,0.11681020542759438,2860,,True
Story_SMOG_Index.1,Phi3_Mini,0.04333548646255003,0.020470379368238666,0.04333548646255003,2860,,True
Story_Automated_Readability_Index.1,Phi3_Mini,0.11779743755191492,2.6335962898423913e-10,0.11779743755191492,2860,,True
Story_Coleman_Liau_Index,Phi3_Mini,0.0038533706819704125,0.8368026549994694,0.0038533706819704125,2860,,False
Story_Linsear_Write_Formula,Phi3_Mini,0.10341397240285848,2.974664084635594e-08,0.10341397240285848,2860,,True
Story_Dale_Chall_Readability,Phi3_Mini,-0.012238079484166442,0.5129712053769339,0.012238079484166442,2860,,False
Story_Difficult_Words.1,Phi3_Mini,0.12530578993585398,1.758156250867906e-11,0.12530578993585398,2860,,True
Story_Text_Standard,Phi3_Mini,0.10923390264870708,4.721692685883725e-09,0.10923390264870708,2860,,True
Story_Reading_Time,Phi3_Mini,0.19509610244241327,6.262236263711087e-26,0.19509610244241327,2860,,True
Story_Syllable_Count,Phi3_Mini,0.19397412128922864,1.2043669046129842e-25,0.19397412128922864,2860,,True
Story_Lexicon_Count,Phi3_Mini,0.19398477508865863,1.1969333735569391e-25,0.19398477508865863,2860,,True
Story_Sentence_Count,Phi3_Mini,0.13929846374640406,7.276150033571013e-14,0.13929846374640406,2860,,True
Story_Composite_Readability,Phi3_Mini,-0.05304985475917347,0.004542427590195788,0.05304985475917347,2860,,True
Story_Discourse_Connected_Components,Phi3_Mini,0.09592048221509067,0.0002433260213911573,0.09592048221509067,1459,,True
Story_Entity_Network_Insufficient,Phi3_Mini,,,,406,,False
Story_Embedding_Insufficient_Sentences,Phi3_Mini,,,,727,,False
Question_Dep_Max_Depth,Phi3_Mini,-0.0022580912250384985,0.9039225192048692,0.0022580912250384985,2860,,False
Question_Dep_Avg_Depth,Phi3_Mini,-0.020597421049408517,0.27082524555628407,0.020597421049408517,2860,,False
Question_Dep_Depth_Variance,Phi3_Mini,0.03097427481738251,0.09769236306649494,0.03097427481738251,2860,,False
Question_Dep_Total_Depth,Phi3_Mini,-0.061243404615033734,0.0010496154664719351,0.061243404615033734,2860,,True
Question_Arc_Max_Length,Phi3_Mini,-0.08189962958798197,1.1579337571859533e-05,0.08189962958798197,2860,,True
Question_Arc_Avg_Length,Phi3_Mini,-0.07503251750573095,5.905129717951051e-05,0.07503251750573095,2860,,True
Question_Arc_Length_Variance,Phi3_Mini,-0.07950019513714753,2.0768179457963963e-05,0.07950019513714753,2860,,True
Question_Dep_Label_Diversity,Phi3_Mini,0.07077331311568491,0.00015187730192423832,0.07077331311568491,2860,,True
Question_Complex_Dependencies,Phi3_Mini,-0.11189569895832524,1.9695080045938314e-09,0.11189569895832524,2860,,True
Question_Total_Clauses,Phi3_Mini,-0.11189569895832524,1.9695080045938314e-09,0.11189569895832524,2860,,True
Question_Subordinate_Clauses.1,Phi3_Mini,-0.13705479715975527,1.8239391471160548e-13,0.13705479715975527,2860,,True
Question_Coordinate_Clauses.1,Phi3_Mini,0.05312356825585851,0.004486549026944703,0.05312356825585851,2860,,True
Question_Clause_Ratio,Phi3_Mini,-0.11231472160914832,1.7130371031743327e-09,0.11231472160914832,2860,,True
Question_Yngve_Depth.1,Phi3_Mini,-0.06440494983575416,0.0005681447499573637,0.06440494983575416,2860,,True
Question_POS_Diversity.1,Phi3_Mini,0.13248317147208669,1.1326678341567446e-12,0.13248317147208669,2860,,True
Question_Entity_Count,Phi3_Mini,0.04237666926668905,0.023433765602927596,0.04237666926668905,2860,,True
Question_Entity_Type_Diversity.1,Phi3_Mini,-0.02547559091573929,0.17318722813501122,0.02547559091573929,2860,,False
Question_Embedding_Insufficient_Sentences,Phi3_Mini,,,,2776,,False
Question_Attention_Entropy,Phi3_Mini,-0.1389742073004603,8.31733053337436e-14,0.1389742073004603,2860,,True
Question_Attention_Variance,Phi3_Mini,0.14889751773589524,1.2038302788322804e-15,0.14889751773589524,2860,,True
Question_Attention_Max,Phi3_Mini,0.08336528047183339,8.040136909523565e-06,0.08336528047183339,2860,,True
Question_Cross_Sentence_Attention,Phi3_Mini,0.15007527240421095,7.478326497986064e-16,0.15007527240421095,2856,,True
Question_Entity_Network_Insufficient,Phi3_Mini,,,,2078,,False
Question_Flesch_Reading_Ease.2,Phi3_Mini,0.08096929150029744,1.4550803047214807e-05,0.08096929150029744,2860,,True
Question_Flesch_Kincaid_Grade.2,Phi3_Mini,-0.11336582710722437,1.204488994991437e-09,0.11336582710722437,2860,,True
Question_Gunning_Fog.1,Phi3_Mini,-0.09555792366330543,3.058202122081812e-07,0.09555792366330543,2860,,True
Question_SMOG_Index.1,Phi3_Mini,0.010386914337186207,0.5787212074832596,0.010386914337186207,2860,,False
Question_Automated_Readability_Index.1,Phi3_Mini,-0.13313174861950047,8.774571959012041e-13,0.13313174861950047,2860,,True
Question_Coleman_Liau_Index,Phi3_Mini,-0.12272968971115904,4.5336592450578404e-11,0.12272968971115904,2860,,True
Question_Linsear_Write_Formula,Phi3_Mini,-0.10724824835331677,8.945065557145696e-09,0.10724824835331677,2860,,True
Question_Dale_Chall_Readability,Phi3_Mini,-0.13595388639342207,2.847491119569688e-13,0.13595388639342207,2860,,True
Question_Difficult_Words.1,Phi3_Mini,-0.1660035944763515,4.039281658094849e-19,0.1660035944763515,2860,,True
Question_Text_Standard,Phi3_Mini,-0.10774602572879478,7.629319236031856e-09,0.10774602572879478,2860,,True
Question_Reading_Time,Phi3_Mini,-0.15053047107944184,5.828560829597065e-16,0.15053047107944184,2860,,True
Question_Syllable_Count,Phi3_Mini,-0.14020030884579887,5.007748652688137e-14,0.14020030884579887,2860,,True
Question_Lexicon_Count,Phi3_Mini,-0.12631215928222939,1.2079380724414349e-11,0.12631215928222939,2860,,True
Question_Sentence_Count,Phi3_Mini,0.02027154672050243,0.27848061274409014,0.02027154672050243,2860,,False
Question_Composite_Readability,Phi3_Mini,0.083140447568967,8.506191885780075e-06,0.083140447568967,2860,,True
Question_Entity_Network_Nodes,Phi3_Mini,0.23227786456604935,4.857992219089548e-11,0.23227786456604935,782,,True
Question_Entity_Network_Edges,Phi3_Mini,0.18201362159825937,2.9816994254040054e-07,0.18201362159825937,782,,True
Question_Entity_Network_Density,Phi3_Mini,0.259168066045079,1.8117501855463613e-13,0.259168066045079,782,,True
Question_Entity_Network_Clustering,Phi3_Mini,0.04501965070676754,0.20854906855036248,0.04501965070676754,782,,False
Question_Complexity_Score,InternLM_1.8B,-0.25615284693940205,4.4173737065586616e-44,0.25615284693940205,2860,,True
Story_MS_Embedding_Max_Depth,InternLM_1.8B,0.3424124760580448,1.7494232252578435e-79,0.3424124760580448,2860,,True
Story_MS_Embedding_Avg_Depth,InternLM_1.8B,0.3417936852960328,3.477408839327118e-79,0.3417936852960328,2860,,True
Story_MS_Clause_Count,InternLM_1.8B,0.31819398341139904,2.6401097970169303e-68,0.31819398341139904,2860,,True
Story_Perspective_Markers,InternLM_1.8B,0.02711566781138758,0.14712809178435798,0.02711566781138758,2860,,False
Story_Subject_Changes,InternLM_1.8B,0.19226273553023188,3.240796410729731e-25,0.19226273553023188,2860,,True
Story_Perspective_Complexity,InternLM_1.8B,0.1770305794810918,1.4462503885694372e-21,0.1770305794810918,2860,,True
Story_Recursive_MS_Max_Depth,InternLM_1.8B,0.13465089701492747,4.801775802488015e-13,0.13465089701492747,2860,,True
Story_Recursive_MS_Chains,InternLM_1.8B,0.14825971575989144,1.5946003623466597e-15,0.14825971575989144,2860,,True
Story_Pronoun_Count,InternLM_1.8B,0.18204018952048762,9.881770802743487e-23,0.18204018952048762,2860,,True
Story_Entity_Count,InternLM_1.8B,0.20286850505970067,6.043029032893945e-28,0.20286850505970067,2860,,True
Story_Coref_Complexity,InternLM_1.8B,0.1191721030094254,1.6243945629919527e-10,0.1191721030094254,2860,,True
Story_MS_Contradictions,InternLM_1.8B,0.13037837197071275,2.5715812226158455e-12,0.13037837197071275,2860,,True
Story_False_Belief_Score,InternLM_1.8B,0.13037837197071275,2.5715812226158455e-12,0.13037837197071275,2860,,True
Story_MS_Total_Args,InternLM_1.8B,0.2766395050139303,2.0878771143014767e-51,0.2766395050139303,2860,,True
Story_MS_Complex_Args,InternLM_1.8B,0.19581832005019018,4.10185427790976e-26,0.19581832005019018,2860,,True
Story_MS_Arg_Complexity,InternLM_1.8B,0.27219771903255124,9.179451471554187e-50,0.27219771903255124,2860,,True
Story_Temporal_Markers,InternLM_1.8B,0.3300625063614744,1.1754241377954551e-73,0.3300625063614744,2860,,True
Story_Tense_Variety,InternLM_1.8B,0.12278426618425971,4.4444799911649914e-11,0.12278426618425971,2860,,True
Story_Temporal_MS_Complexity,InternLM_1.8B,0.21640600703702595,1.1721952796822418e-31,0.21640600703702595,2860,,True
Story_Char_Count,InternLM_1.8B,0.40790266967001476,4.1936555083859645e-115,0.40790266967001476,2860,,True
Story_Alpha_Char_Ratio,InternLM_1.8B,-0.17162120494189875,2.4020253276799728e-20,0.17162120494189875,2860,,True
Story_Digit_Ratio,InternLM_1.8B,-0.43345697487812307,2.397526219166222e-131,0.43345697487812307,2860,,True
Story_Punct_Ratio,InternLM_1.8B,0.306527008306545,2.8207271031615826e-63,0.306527008306545,2860,,True
Story_Word_Count_Enhanced,InternLM_1.8B,0.3893487007440547,3.6189361640578513e-104,0.3893487007440547,2860,,True
Story_Unique_Word_Ratio,InternLM_1.8B,0.06350356442218626,0.0006786790611008877,0.06350356442218626,2860,,True
Story_Avg_Word_Length_Enhanced,InternLM_1.8B,0.1524141291358288,2.4994928124384603e-16,0.1524141291358288,2860,,True
Story_Sentence_Count_Enhanced,InternLM_1.8B,0.5181791479636637,2.588730862143446e-196,0.5181791479636637,2860,,True
Story_Avg_Sentence_Length,InternLM_1.8B,-0.2779866634733468,6.5355922932714324e-52,0.2779866634733468,2860,,True
Story_Flesch_Reading_Ease,InternLM_1.8B,0.1383523640737313,1.0739657958046191e-13,0.1383523640737313,2860,,True
Story_Flesch_Kincaid_Grade,InternLM_1.8B,-0.22365667576913745,9.41694087196939e-34,0.22365667576913745,2860,,True
Story_Automated_Readability_Index,InternLM_1.8B,-0.22231663872586685,2.3269043583123907e-33,0.22231663872586685,2860,,True
Story_Readability_Composite,InternLM_1.8B,-0.04041308718712406,0.03068079943076684,0.04041308718712406,2860,,True
Story_Sentiment_Positive,InternLM_1.8B,0.3282061309642682,8.378044794366629e-73,0.3282061309642682,2860,,True
Story_Sentiment_Negative,InternLM_1.8B,0.02765209213374807,0.13928962455274094,0.02765209213374807,2860,,False
Story_Sentiment_Neutral,InternLM_1.8B,-0.31722721886855976,7.030367115991345e-68,0.31722721886855976,2860,,True
Story_Sentiment_Compound,InternLM_1.8B,0.3369275509142571,7.310588334368136e-77,0.3369275509142571,2860,,True
Story_TextBlob_Polarity,InternLM_1.8B,0.22331409897608398,1.1873828367476225e-33,0.22331409897608398,2860,,True
Story_TextBlob_Subjectivity,InternLM_1.8B,0.2199609498606408,1.1250664622626478e-32,0.2199609498606408,2860,,True
Story_Emotion_Joy_Count,InternLM_1.8B,0.23804347876827597,3.913461965763887e-38,0.23804347876827597,2860,,True
Story_Emotion_Anger_Count,InternLM_1.8B,0.06480655822860001,0.0005245062054936711,0.06480655822860001,2860,,True
Story_MS_cognitive_verbs_basic_Count,InternLM_1.8B,0.256417360315499,3.586430719914491e-44,0.256417360315499,2860,,True
Story_MS_cognitive_verbs_metacognitive_Count,InternLM_1.8B,0.027492191454246195,0.14159178890615992,0.027492191454246195,2860,,False
Story_MS_cognitive_verbs_Total,InternLM_1.8B,0.25313665424073833,4.673951157535393e-43,0.25313665424073833,2860,,True
Story_MS_emotional_verbs_basic_Count,InternLM_1.8B,0.1908753688878348,7.1811303493437085e-25,0.1908753688878348,2860,,True
Story_MS_emotional_verbs_complex_Count,InternLM_1.8B,0.06290331471490632,0.0007630341907534874,0.06290331471490632,2860,,True
Story_MS_emotional_verbs_Total,InternLM_1.8B,0.20043586212901032,2.6368861439729214e-27,0.20043586212901032,2860,,True
Story_MS_volitional_verbs_intention_Count,InternLM_1.8B,0.13469561060455854,4.716832698485456e-13,0.13469561060455854,2860,,True
Story_MS_volitional_verbs_decision_Count,InternLM_1.8B,0.1080534068206627,6.912933094871979e-09,0.1080534068206627,2860,,True
Story_MS_volitional_verbs_Total,InternLM_1.8B,0.15932109520270687,1.0222971102506773e-17,0.15932109520270687,2860,,True
Story_MS_perceptual_verbs_visual_Count,InternLM_1.8B,0.018181258349403817,0.331065366302049,0.018181258349403817,2860,,False
Story_MS_perceptual_verbs_auditory_Count,InternLM_1.8B,0.25424212499385807,1.9759424125315947e-43,0.25424212499385807,2860,,True
Story_MS_perceptual_verbs_general_Count,InternLM_1.8B,0.06938133524382083,0.00020457791993719842,0.06938133524382083,2860,,True
Story_MS_perceptual_verbs_Total,InternLM_1.8B,0.13993056579539587,5.601249939716235e-14,0.13993056579539587,2860,,True
Story_MS_Verb_Density,InternLM_1.8B,0.1463069885885274,3.742238730260482e-15,0.1463069885885274,2860,,True
Story_ToM_perspective_taking_Count,InternLM_1.8B,0.003691124714811367,0.8435834523193335,0.003691124714811367,2860,,False
Story_ToM_mental_state_attribution_Count,InternLM_1.8B,-0.012962745064010996,0.48833447187957446,0.012962745064010996,2860,,False
Story_ToM_Complex_Reasoning,InternLM_1.8B,0.10420683036448769,2.3282769075854695e-08,0.10420683036448769,2860,,True
Story_Discourse_causal_Count,InternLM_1.8B,0.24342411148584941,7.521498544267787e-40,0.24342411148584941,2860,,True
Story_Discourse_contrast_Count,InternLM_1.8B,0.031301049209897555,0.09420410545227448,0.031301049209897555,2860,,False
Story_Discourse_temporal_Count,InternLM_1.8B,0.2914514061266563,4.1348681663052634e-57,0.2914514061266563,2860,,True
Story_Discourse_conditional_Count,InternLM_1.8B,0.12999235004498993,2.9846363478898324e-12,0.12999235004498993,2860,,True
Story_Lexical_Cohesion,InternLM_1.8B,0.01520387437726652,0.4163447540180222,0.01520387437726652,2860,,False
Story_Max_Dependency_Depth_Enhanced,InternLM_1.8B,-0.11709273838476092,3.3666727077349786e-10,0.11709273838476092,2860,,True
Story_Avg_Dependency_Depth_Enhanced,InternLM_1.8B,-0.2567182772491151,2.82863619265176e-44,0.2567182772491151,2860,,True
Story_Total_Clauses_Enhanced,InternLM_1.8B,0.3952423578590336,1.4464892078886926e-107,0.3952423578590336,2860,,True
Story_Avg_Clauses_Per_Sentence,InternLM_1.8B,-0.18695076448872447,6.59712651977897e-24,0.18695076448872447,2860,,True
Story_POS_Diversity,InternLM_1.8B,-0.3448410136715051,1.1623918881005886e-80,0.3448410136715051,2860,,True
Story_Entity_Count_Enhanced,InternLM_1.8B,0.31265907869707565,6.848823898040353e-66,0.31265907869707565,2860,,True
Story_Entity_Type_Diversity,InternLM_1.8B,0.2648077108387682,4.255148521868797e-47,0.2648077108387682,2860,,True
Story_Abstract_Word_Count,InternLM_1.8B,0.14969453832515206,8.457712157165848e-16,0.14969453832515206,2860,,True
Story_Concrete_Word_Count,InternLM_1.8B,0.07922318375554013,2.2194206367620168e-05,0.07922318375554013,2860,,True
Story_Abstract_Concrete_Ratio,InternLM_1.8B,0.14981566714254363,8.014567864615719e-16,0.14981566714254363,2860,,True
Story_Content_Word_Count,InternLM_1.8B,0.38531107155325584,7.0282211028681435e-102,0.38531107155325584,2860,,True
Story_Function_Word_Count,InternLM_1.8B,0.3514293717683411,6.570717698062028e-84,0.3514293717683411,2860,,True
Story_Semantic_Density,InternLM_1.8B,-0.1695294348870136,6.949045054983115e-20,0.1695294348870136,2860,,True
Story_Question_wh_questions_Count,InternLM_1.8B,0.3564619599686162,1.9225329583903686e-86,0.3564619599686162,2860,,True
Story_Question_yes_no_questions_Count,InternLM_1.8B,0.4490098030973336,6.116887712836466e-142,0.4490098030973336,2860,,True
Story_Politeness_Markers,InternLM_1.8B,0.37096528796204886,5.253166696270324e-94,0.37096528796204886,2860,,True
Story_Hedging_Count,InternLM_1.8B,0.13517962153671748,3.8866807581608627e-13,0.13517962153671748,2860,,True
Story_Temporal_Progression,InternLM_1.8B,0.28429264545522587,2.6076288133920283e-54,0.28429264545522587,2860,,True
Story_Character_Introduction,InternLM_1.8B,0.04167278423668602,0.025839776706245217,0.04167278423668602,2860,,True
Story_Dialogue_Markers,InternLM_1.8B,0.6628553102170475,0.0,0.6628553102170475,2860,,True
Question_Char_Count,InternLM_1.8B,-0.2693303497737648,1.0168743833626599e-48,0.2693303497737648,2860,,True
Question_Alpha_Char_Ratio,InternLM_1.8B,0.08563666631227829,4.514183470219511e-06,0.08563666631227829,2860,,True
Question_Punct_Ratio,InternLM_1.8B,0.1058036040151707,1.4137131571067343e-08,0.1058036040151707,2860,,True
Question_Word_Count_Enhanced,InternLM_1.8B,-0.29295372019959875,1.0435500346310266e-57,0.29295372019959875,2860,,True
Question_Unique_Word_Ratio,InternLM_1.8B,0.12054711576015197,9.962829492388647e-11,0.12054711576015197,2860,,True
Question_Avg_Word_Length_Enhanced,InternLM_1.8B,0.122696764071895,4.5883042663163123e-11,0.122696764071895,2860,,True
Question_Sentence_Count_Enhanced,InternLM_1.8B,0.011617878481861868,0.5345591588904182,0.011617878481861868,2860,,False
Question_Avg_Sentence_Length,InternLM_1.8B,-0.29386439529575525,4.511097181293286e-58,0.29386439529575525,2860,,True
Question_Flesch_Reading_Ease,InternLM_1.8B,-0.0719668088606325,0.0001171457725025099,0.0719668088606325,2860,,True
Question_Flesch_Kincaid_Grade,InternLM_1.8B,-0.026041352676736462,0.16383400594101638,0.026041352676736462,2860,,False
Question_Automated_Readability_Index,InternLM_1.8B,-0.07116484747670622,0.00013953630657904928,0.07116484747670622,2860,,True
Question_Readability_Composite,InternLM_1.8B,-0.11992134308163885,1.2453824163724433e-10,0.11992134308163885,2860,,True
Question_Sentiment_Positive,InternLM_1.8B,0.13062090088617964,2.3413072243596223e-12,0.13062090088617964,2860,,True
Question_Sentiment_Negative,InternLM_1.8B,0.005264743153384495,0.7783791546791226,0.005264743153384495,2860,,False
Question_Sentiment_Neutral,InternLM_1.8B,-0.11756840752095285,2.8528596463973417e-10,0.11756840752095285,2860,,True
Question_Sentiment_Compound,InternLM_1.8B,0.0197141685662529,0.2919127146942742,0.0197141685662529,2860,,False
Question_TextBlob_Polarity,InternLM_1.8B,-0.25332272004521855,4.0446275151006e-43,0.25332272004521855,2860,,True
Question_TextBlob_Subjectivity,InternLM_1.8B,-0.22186763723524888,3.1465875999416e-33,0.22186763723524888,2860,,True
Question_MS_cognitive_verbs_basic_Count,InternLM_1.8B,0.03574550175672707,0.055952210111861175,0.03574550175672707,2860,,False
Question_MS_cognitive_verbs_Total,InternLM_1.8B,0.036754085113566516,0.04937081568693317,0.036754085113566516,2860,,False
Question_MS_emotional_verbs_basic_Count,InternLM_1.8B,-0.06061354789279488,0.0011823047113504882,0.06061354789279488,2860,,True
Question_MS_emotional_verbs_Total,InternLM_1.8B,-0.056758544996239224,0.002393346414380689,0.056758544996239224,2860,,True
Question_MS_volitional_verbs_intention_Count,InternLM_1.8B,0.05524915632813336,0.0031202733293722307,0.05524915632813336,2860,,True
Question_MS_volitional_verbs_Total,InternLM_1.8B,0.04745011831287334,0.011151871186413751,0.04745011831287334,2860,,True
Question_MS_perceptual_verbs_visual_Count,InternLM_1.8B,-0.20399994309814254,3.025869791950691e-28,0.20399994309814254,2860,,True
Question_MS_perceptual_verbs_Total,InternLM_1.8B,-0.19818127896894788,1.0156484243567193e-26,0.19818127896894788,2860,,True
Question_MS_Verb_Density,InternLM_1.8B,-0.05505299905107767,0.0032282515008032605,0.05505299905107767,2860,,True
Question_ToM_mental_state_attribution_Count,InternLM_1.8B,-0.040940956414987226,0.02856480982154483,0.040940956414987226,2860,,True
Question_Discourse_causal_Count,InternLM_1.8B,-0.19349653424209826,1.5890325026679638e-25,0.19349653424209826,2860,,True
Question_Discourse_contrast_Count,InternLM_1.8B,-0.08084698767551657,1.4991675480954527e-05,0.08084698767551657,2860,,True
Question_Discourse_temporal_Count,InternLM_1.8B,-0.43122088192025554,7.207729559409638e-130,0.43122088192025554,2860,,True
Question_Discourse_conditional_Count,InternLM_1.8B,0.3001140931652687,1.3137624223865362e-60,0.3001140931652687,2860,,True
Question_Max_Dependency_Depth_Enhanced,InternLM_1.8B,-0.19820586242820193,1.0009114131899203e-26,0.19820586242820193,2860,,True
Question_Avg_Dependency_Depth_Enhanced,InternLM_1.8B,-0.1966271918037112,2.5487532396168153e-26,0.1966271918037112,2860,,True
Question_Total_Clauses_Enhanced,InternLM_1.8B,-0.1848735689253721,2.092190282081013e-23,0.1848735689253721,2860,,True
Question_Avg_Clauses_Per_Sentence,InternLM_1.8B,-0.18484023213434012,2.1310695619693037e-23,0.18484023213434012,2860,,True
Question_POS_Diversity,InternLM_1.8B,0.2645588049628451,5.214974091760908e-47,0.2645588049628451,2860,,True
